trade_no,entry_time,exit_time,direction,entry_price,exit_price,ideal_exit,pnl_pct,pnl_usd,fee_usd,slip_usd,equity,leverage_pnl,cum_pnl,return_pct,dd_pct,month
1703,2026-03-17 09:45:00,2026-03-17 09:45:00,LONG,2322.33,2311.78,2312.24,-0.455,-185317.16,27730.62,0.46,11369106.57,-1.36%,11368420.56,1656721.13,2.55,2026-03
1704,2026-03-17 11:00:00,2026-03-17 11:00:00,SHORT,2311.78,2320.71,2320.25,-0.386,-159095.61,27285.86,0.46,11210010.96,-1.16%,11209324.95,1633536.11,3.91,2026-03
1705,2026-03-17 12:30:00,2026-03-17 12:30:00,LONG,2320.71,2312.62,2313.08,-0.349,-144198.72,26904.03,0.46,11065812.24,-1.05%,11065126.23,1612522.01,5.15,2026-03
1706,2026-03-17 13:30:00,2026-03-17 13:30:00,SHORT,2312.62,2328.68,2328.22,-0.695,-257187.91,26557.95,0.47,10808624.33,-2.08%,10807938.32,1575041.99,7.35,2026-03
1707,2026-03-17 15:30:00,2026-03-17 15:30:00,LONG,2328.68,2310.29,2310.75,-0.79,-282073.08,25940.7,0.46,10526551.26,-2.37%,10525865.24,1533935.45,9.77,2026-03
1708,2026-03-17 16:15:00,2026-03-17 16:15:00,SHORT,2310.29,2331.94,2331.48,-0.937,-321281.87,25263.72,0.47,10205269.39,-2.81%,10204583.37,1487115.01,12.53,2026-03
1709,2026-03-17 19:30:00,2026-03-17 19:30:00,LONG,2331.94,2327.66,2328.13,-0.184,-80696.33,24492.65,0.47,10124573.06,-0.55%,10123887.04,1475355.12,13.22,2026-03
1710,2026-03-17 20:15:00,2026-03-17 20:15:00,SHORT,2327.66,2324.91,2324.45,0.118,11566.04,24298.98,0.46,10136139.1,0.35%,10135453.08,1477040.64,13.12,2026-03
1711,2026-03-17 22:30:00,2026-03-17 22:30:00,LONG,2324.91,2323.57,2324.04,-0.058,-41868.75,24326.73,0.46,10094270.35,-0.17%,10093584.33,1470939.11,13.48,2026-03
1712,2026-03-18 02:00:00,2026-03-18 02:00:00,SHORT,2323.57,2331.79,2331.32,-0.353,-131259.55,24226.25,0.47,9963010.8,-1.06%,9962324.78,1451810.64,14.6,2026-03
1713,2026-03-18 05:15:00,2026-03-18 05:15:00,LONG,2331.79,2325.8,2326.27,-0.257,-100627.68,23911.23,0.47,9862383.12,-0.77%,9861697.1,1437146.16,15.46,2026-03
1714,2026-03-18 06:15:00,2026-03-18 06:15:00,SHORT,2325.8,2329.46,2329.0,-0.157,-70236.6,23669.72,0.47,9792146.52,-0.47%,9791460.5,1426910.57,16.07,2026-03
1715,2026-03-18 06:30:00,2026-03-18 06:30:00,LONG,2329.46,2322.93,2323.4,-0.28,-105868.49,23501.15,0.46,9686278.02,-0.84%,9685592.01,1411482.34,16.97,2026-03
1716,2026-03-18 09:00:00,2026-03-18 09:00:00,SHORT,2322.93,2326.99,2326.53,-0.175,-74085.73,23247.07,0.47,9612192.3,-0.52%,9611506.28,1400685.82,17.61,2026-03
1717,2026-03-18 10:30:00,2026-03-18 10:30:00,LONG,2326.99,2326.31,2326.78,-0.029,-31541.32,23069.26,0.47,9580650.97,-0.09%,9579964.96,1396089.3,17.88,2026-03
1718,2026-03-19 03:15:00,2026-03-19 03:15:00,SHORT,2326.31,2212.0,2211.55,4.914,1389378.95,22993.56,0.44,10970029.92,14.74%,10969343.91,1598563.64,5.97,2026-03
1719,2026-03-19 04:00:00,2026-03-19 04:00:00,LONG,2212.0,2200.5,2200.94,-0.52,-197425.09,26328.07,0.44,10772604.83,-1.56%,10771918.82,1569792.86,7.66,2026-03
1720,2026-03-19 19:15:00,2026-03-19 19:15:00,SHORT,2200.5,2151.47,2151.04,2.228,694135.93,25854.25,0.43,11466740.77,6.68%,11466054.75,1670949.37,1.71,2026-03
1721,2026-03-19 22:30:00,2026-03-19 22:30:00,LONG,2151.47,2144.0,2144.43,-0.347,-147048.58,27520.18,0.43,11319692.19,-1.04%,11319006.17,1649519.96,2.97,2026-03
1722,2026-03-19 23:00:00,2026-03-19 23:00:00,SHORT,2144.0,2147.47,2147.04,-0.162,-82165.41,27167.26,0.43,11237526.78,-0.49%,11236840.76,1637545.99,3.68,2026-03
1723,2026-03-19 23:15:00,2026-03-19 23:15:00,LONG,2147.47,2138.95,2139.38,-0.397,-160712.15,26970.06,0.43,11076814.63,-1.19%,11076128.61,1614125.39,5.06,2026-03
1724,2026-03-20 00:00:00,2026-03-20 00:00:00,SHORT,2138.95,2144.81,2144.38,-0.274,-117675.06,26584.36,0.43,10959139.57,-0.82%,10958453.55,1596976.59,6.06,2026-03
1725,2026-03-20 02:15:00,2026-03-20 02:15:00,LONG,2144.81,2138.98,2139.4,-0.272,-115795.43,26301.93,0.43,10843344.14,-0.82%,10842658.12,1580101.71,7.06,2026-03
1726,2026-03-20 03:15:00,2026-03-20 03:15:00,SHORT,2138.98,2152.11,2151.68,-0.614,-225741.83,26024.03,0.43,10617602.31,-1.84%,10616916.29,1547204.33,8.99,2026-03
1727,2026-03-20 04:30:00,2026-03-20 04:30:00,LONG,2152.11,2148.24,2148.67,-0.18,-82769.57,25482.25,0.43,10534832.74,-0.54%,10534146.72,1535142.31,9.7,2026-03
1728,2026-03-20 04:45:00,2026-03-20 04:45:00,SHORT,2148.24,2148.01,2147.58,0.011,-21940.32,25283.6,0.43,10512892.42,0.03%,10512206.4,1531944.95,9.89,2026-03
1729,2026-03-20 05:15:00,2026-03-20 05:15:00,LONG,2148.01,2143.65,2144.08,-0.203,-89267.26,25230.94,0.43,10423625.16,-0.61%,10422939.14,1518936.02,10.65,2026-03
1730,2026-03-20 07:30:00,2026-03-20 07:30:00,SHORT,2143.65,2146.23,2145.8,-0.12,-62616.1,25016.7,0.43,10361009.05,-0.36%,10360323.04,1509810.97,11.19,2026-03
1731,2026-03-20 09:15:00,2026-03-20 09:15:00,LONG,2146.23,2145.2,2145.63,-0.048,-39765.94,24866.42,0.43,10321243.11,-0.14%,10320557.1,1504015.87,11.53,2026-03
1732,2026-03-20 10:30:00,2026-03-20 10:30:00,SHORT,2145.2,2143.72,2143.29,0.069,-3434.43,24770.98,0.43,10317808.68,0.21%,10317122.67,1503515.37,11.56,2026-03
1733,2026-03-20 11:30:00,2026-03-20 11:30:00,LONG,2143.72,2142.47,2142.9,-0.058,-42829.51,24762.74,0.43,10274979.16,-0.18%,10274293.16,1497273.82,11.93,2026-03
1734,2026-03-20 13:15:00,2026-03-20 13:15:00,SHORT,2142.47,2145.89,2145.46,-0.16,-73918.32,24659.95,0.43,10201060.84,-0.48%,10200374.84,1486501.7,12.56,2026-03
1735,2026-03-20 13:30:00,2026-03-20 13:30:00,LONG,2145.89,2139.5,2139.93,-0.298,-115641.84,24482.55,0.43,10085419.0,-0.89%,10084733.0,1469649.2,13.55,2026-03
1736,2026-03-20 21:15:00,2026-03-20 21:15:00,SHORT,2139.5,2139.27,2138.84,0.011,-20955.99,24205.01,0.43,10064463.0,0.03%,10063777.01,1466595.28,13.73,2026-03
1737,2026-03-21 08:15:00,2026-03-21 08:15:00,LONG,2139.27,2153.2,2153.63,0.651,172472.88,24154.71,0.43,10236935.88,1.95%,10236249.89,1491729.77,12.25,2026-03
1738,2026-03-21 08:30:00,2026-03-21 08:30:00,SHORT,2153.2,2154.07,2153.63,-0.04,-36898.22,24568.65,0.43,10200037.66,-0.12%,10199351.67,1486352.59,12.57,2026-03
1739,2026-03-21 14:45:00,2026-03-21 14:45:00,LONG,2154.07,2156.66,2157.09,0.12,12324.96,24480.09,0.43,10212362.62,0.36%,10211676.63,1488148.71,12.46,2026-03
1740,2026-03-21 18:30:00,2026-03-21 18:30:00,SHORT,2156.66,2154.45,2154.02,0.102,6796.83,24509.67,0.43,10219159.44,0.31%,10218473.46,1489139.21,12.41,2026-03
1741,2026-03-21 18:45:00,2026-03-21 18:45:00,LONG,2154.45,2152.21,2152.64,-0.104,-56476.66,24525.98,0.43,10162682.78,-0.31%,10161996.8,1480908.86,12.89,2026-03
1742,2026-03-21 20:15:00,2026-03-21 20:15:00,SHORT,2152.21,2154.84,2154.41,-0.122,-61673.92,24390.44,0.43,10101008.86,-0.37%,10100322.88,1471921.11,13.42,2026-03
1743,2026-03-21 22:00:00,2026-03-21 22:00:00,LONG,2154.84,2151.22,2151.65,-0.168,-75187.81,24242.42,0.43,10025821.05,-0.5%,10025135.07,1460963.98,14.06,2026-03
1744,2026-03-23 02:15:00,2026-03-23 02:15:00,SHORT,2151.22,2058.56,2058.15,4.307,1271453.52,24061.97,0.41,11297274.57,12.92%,11296588.59,1646253.04,3.17,2026-03
1745,2026-03-23 06:00:00,2026-03-23 06:00:00,LONG,2058.56,2062.58,2062.99,0.195,39133.4,27113.46,0.41,11336407.97,0.59%,11335721.99,1651955.96,2.83,2026-03
1746,2026-03-23 11:00:00,2026-03-23 11:00:00,SHORT,2062.58,2055.44,2055.03,0.346,90585.96,27207.38,0.41,11426993.93,1.04%,11426307.95,1665157.06,2.05,2026-03
1747,2026-03-24 00:30:00,2026-03-24 00:30:00,LONG,2055.44,2135.37,2135.8,3.889,1305752.09,27424.79,0.43,12732746.02,11.67%,12732060.04,1855444.45,0.0,2026-03
1748,2026-03-24 01:15:00,2026-03-24 01:15:00,SHORT,2135.37,2148.61,2148.18,-0.62,-267423.18,30558.59,0.43,12465322.84,-1.86%,12464636.86,1816472.84,2.1,2026-03
1749,2026-03-24 01:30:00,2026-03-24 01:30:00,LONG,2148.61,2139.71,2140.14,-0.415,-184934.52,29916.77,0.43,12280388.32,-1.24%,12279702.34,1789522.31,3.55,2026-03
1750,2026-03-24 04:00:00,2026-03-24 04:00:00,SHORT,2139.71,2146.34,2145.91,-0.31,-143734.21,29472.93,0.43,12136654.11,-0.93%,12135968.13,1768575.91,4.68,2026-03
1751,2026-03-24 04:15:00,2026-03-24 04:15:00,LONG,2146.34,2140.53,2140.95,-0.271,-127829.2,29127.97,0.43,12008824.91,-0.81%,12008138.93,1749947.35,5.69,2026-03
1752,2026-03-24 06:30:00,2026-03-24 06:30:00,SHORT,2140.53,2143.14,2142.71,-0.122,-72786.8,28821.18,0.43,11936038.11,-0.37%,11935352.13,1739340.12,6.26,2026-03
1753,2026-03-24 13:15:00,2026-03-24 13:15:00,LONG,2143.14,2150.58,2151.01,0.347,95709.06,28646.49,0.43,12031747.17,1.04%,12031061.19,1753287.81,5.51,2026-03
1754,2026-03-24 20:15:00,2026-03-24 20:15:00,SHORT,2150.58,2126.06,2125.64,1.14,382644.05,28876.19,0.43,12414391.22,3.42%,12413705.24,1809050.57,2.5,2026-03
1755,2026-03-25 15:00:00,2026-03-25 15:00:00,LONG,2126.06,2166.58,2167.01,1.906,679933.1,29794.54,0.43,13094324.33,5.72%,13093638.34,1908137.3,0.0,2026-03
1756,2026-03-25 16:15:00,2026-03-25 16:15:00,SHORT,2166.58,2170.09,2169.65,-0.162,-95064.39,31426.38,0.43,12999259.94,-0.49%,12998573.95,1894283.55,0.73,2026-03
1757,2026-03-25 18:30:00,2026-03-25 18:30:00,LONG,2170.09,2163.94,2164.37,-0.283,-141687.0,31198.22,0.43,12857572.94,-0.85%,12856886.95,1873635.49,1.81,2026-03
1758,2026-03-25 22:30:00,2026-03-25 22:30:00,SHORT,2163.94,2167.8,2167.36,-0.178,-99634.12,30858.18,0.43,12757938.82,-0.53%,12757252.83,1859115.8,2.57,2026-03
1759,2026-03-25 23:30:00,2026-03-25 23:30:00,LONG,2167.8,2167.15,2167.58,-0.03,-42095.01,30619.05,0.43,12715843.8,-0.09%,12715157.82,1852981.29,2.89,2026-03
1760,2026-03-27 07:00:00,2026-03-27 07:00:00,SHORT,2167.15,2066.44,2066.03,4.647,1742197.02,30518.03,0.41,14458040.83,13.94%,14457354.84,2106871.85,0.0,2026-03
1761,2026-03-27 08:15:00,2026-03-27 08:15:00,LONG,2066.44,2057.13,2057.54,-0.451,-230150.14,34699.3,0.41,14227890.68,-1.35%,14227204.7,2073332.04,1.59,2026-03
1762,2026-03-28 05:15:00,2026-03-28 05:15:00,SHORT,2057.13,1992.29,1991.89,3.152,1311168.52,34146.94,0.4,15539059.21,9.46%,15538373.22,2264408.77,0.0,2026-03
1763,2026-03-28 10:15:00,2026-03-28 10:15:00,LONG,1992.29,1997.26,1997.66,0.25,79093.87,37293.74,0.4,15618153.07,0.75%,15617467.09,2275935.13,0.0,2026-03
1764,2026-03-28 11:45:00,2026-03-28 11:45:00,SHORT,1997.26,2000.64,2000.24,-0.169,-116555.05,37483.57,0.4,15501598.02,-0.51%,15500912.04,2258949.55,0.75,2026-03
1765,2026-03-28 12:30:00,2026-03-28 12:30:00,LONG,2000.64,1999.11,1999.51,-0.076,-72593.19,37203.84,0.4,15429004.83,-0.23%,15428318.85,2248370.54,1.21,2026-03
1766,2026-03-28 12:45:00,2026-03-28 12:45:00,SHORT,1999.11,1999.92,1999.52,-0.04,-55698.65,37029.61,0.4,15373306.18,-0.12%,15372620.2,2240253.57,1.57,2026-03
1767,2026-03-28 21:45:00,2026-03-28 21:45:00,LONG,1999.92,2016.31,2016.72,0.82,341147.04,36895.93,0.4,15714453.22,2.46%,15713767.24,2289968.96,0.0,2026-03
1768,2026-03-29 02:45:00,2026-03-29 02:45:00,SHORT,2016.31,2010.18,2009.78,0.304,105638.78,37714.69,0.4,15820092.0,0.91%,15819406.02,2305363.71,0.0,2026-03
1769,2026-03-29 04:15:00,2026-03-29 04:15:00,LONG,2010.18,2008.28,2008.68,-0.095,-82902.48,37968.22,0.4,15737189.52,-0.28%,15736503.54,2293282.33,0.52,2026-03
1770,2026-03-29 16:15:00,2026-03-29 16:15:00,SHORT,2008.28,1998.5,1998.1,0.487,192005.99,37769.25,0.4,15929195.51,1.46%,15928509.53,2321263.38,0.0,2026-03
1771,2026-03-29 17:00:00,2026-03-29 17:00:00,LONG,1998.5,1993.75,1994.15,-0.238,-151893.05,38230.07,0.4,15777302.46,-0.71%,15776616.48,2299127.99,0.95,2026-03
1772,2026-03-29 18:30:00,2026-03-29 18:30:00,SHORT,1993.75,1997.74,1997.34,-0.2,-132560.12,37865.53,0.4,15644742.34,-0.6%,15644056.36,2279809.99,1.79,2026-03
1773,2026-03-29 19:30:00,2026-03-29 19:30:00,LONG,1997.74,1994.04,1994.44,-0.185,-124423.58,37547.38,0.4,15520318.75,-0.56%,15519632.78,2261677.73,2.57,2026-03
1774,2026-03-29 20:15:00,2026-03-29 20:15:00,SHORT,1994.04,2000.12,1999.72,-0.305,-179108.01,37248.77,0.4,15341210.74,-0.91%,15340524.77,2235576.3,3.69,2026-03
1775,2026-03-29 22:00:00,2026-03-29 22:00:00,LONG,2000.12,2003.7,2004.1,0.179,45529.52,36818.91,0.4,15386740.26,0.54%,15386054.29,2242211.32,3.41,2026-03
1776,2026-03-30 00:15:00,2026-03-30 00:15:00,SHORT,2003.7,1993.72,1993.32,0.498,192906.23,36928.18,0.4,15579646.49,1.49%,15578960.52,2270323.56,2.19,2026-03
1777,2026-03-30 17:15:00,2026-03-30 17:15:00,LONG,1993.72,2053.36,2053.77,2.992,1360850.46,37391.15,0.41,16940496.95,8.97%,16939810.98,2468640.45,0.0,2026-03
1778,2026-03-31 01:15:00,2026-03-31 01:15:00,SHORT,2053.36,2047.51,2047.1,0.285,104276.63,40657.19,0.41,17044773.58,0.86%,17044087.61,2483836.69,0.0,2026-03
1779,2026-03-31 07:00:00,2026-03-31 07:00:00,LONG,2047.51,2057.81,2058.23,0.503,216497.29,40907.46,0.41,17261270.88,1.51%,17260584.9,2515386.87,0.0,2026-03
1780,2026-03-31 12:15:00,2026-03-31 12:15:00,SHORT,2057.81,2045.26,2044.85,0.61,274510.0,41427.05,0.41,17535780.88,1.83%,17535094.9,2555391.24,0.0,2026-03
1781,2026-03-31 14:45:00,2026-03-31 14:45:00,LONG,2045.26,2055.67,2056.08,0.509,225696.89,42085.87,0.41,17761477.77,1.53%,17760791.79,2588282.07,0.0,2026-03
1782,2026-03-31 15:00:00,2026-03-31 15:00:00,SHORT,2055.67,2061.83,2061.42,-0.3,-202234.3,42627.55,0.41,17559243.46,-0.9%,17558557.49,2558810.44,1.14,2026-03
1783,2026-04-01 02:15:00,2026-04-01 02:15:00,LONG,2061.83,2085.77,2086.19,1.161,569539.75,42142.18,0.42,18128783.21,3.48%,18128097.24,2641809.53,0.0,2026-04
1784,2026-04-01 03:00:00,2026-04-01 03:00:00,SHORT,2085.77,2094.84,2094.42,-0.435,-279959.97,43509.08,0.42,17848823.24,-1.3%,17848137.27,2601010.94,1.54,2026-04
1785,2026-04-01 13:30:00,2026-04-01 13:30:00,LONG,2094.84,2121.3,2121.73,1.263,633645.8,42837.18,0.42,18482469.04,3.79%,18481783.07,2693352.21,0.0,2026-04
1786,2026-04-01 15:15:00,2026-04-01 15:15:00,SHORT,2121.3,2132.88,2132.46,-0.546,-347049.12,44357.93,0.43,18135419.92,-1.64%,18134733.95,2642776.7,1.88,2026-04
1787,2026-04-02 01:15:00,2026-04-02 01:15:00,LONG,2132.88,2128.94,2129.37,-0.185,-143998.84,43525.01,0.43,17991421.08,-0.55%,17990735.11,2621791.73,2.66,2026-04
1788,2026-04-02 14:30:00,2026-04-02 14:30:00,SHORT,2128.94,2049.94,2049.53,3.711,1959719.38,43179.41,0.41,19951140.45,11.13%,19950454.49,2907381.85,0.0,2026-04
1789,2026-04-02 17:45:00,2026-04-02 17:45:00,LONG,2049.94,2050.55,2050.96,0.03,-30104.28,47882.74,0.41,19921036.18,0.09%,19920350.21,2902994.75,0.15,2026-04
1790,2026-04-02 18:45:00,2026-04-02 18:45:00,SHORT,2050.55,2056.86,2056.45,-0.308,-231758.0,47810.49,0.41,19689278.18,-0.92%,19688592.21,2869220.63,1.31,2026-04
1791,2026-04-02 22:15:00,2026-04-02 22:15:00,LONG,2056.86,2056.24,2056.65,-0.03,-65048.2,47254.27,0.41,19624229.97,-0.09%,19623544.01,2859741.15,1.64,2026-04
1792,2026-04-02 22:30:00,2026-04-02 22:30:00,SHORT,2056.24,2062.25,2061.84,-0.292,-219034.12,47098.15,0.41,19405195.85,-0.88%,19404509.89,2827821.28,2.74,2026-04
1793,2026-04-03 00:00:00,2026-04-03 00:00:00,LONG,2062.25,2053.42,2053.83,-0.428,-295910.47,46572.47,0.41,19109285.38,-1.28%,19108599.42,2784698.22,4.22,2026-04
1794,2026-04-03 01:15:00,2026-04-03 01:15:00,SHORT,2053.42,2058.54,2058.12,-0.249,-188828.79,45862.28,0.41,18920456.59,-0.75%,18919770.63,2757180.18,5.17,2026-04
1795,2026-04-03 01:30:00,2026-04-03 01:30:00,LONG,2058.54,2054.72,2055.13,-0.185,-150592.97,45409.1,0.41,18769863.62,-0.56%,18769177.66,2735234.25,5.92,2026-04
1796,2026-04-03 05:30:00,2026-04-03 05:30:00,SHORT,2054.72,2057.99,2057.58,-0.159,-134539.74,45047.67,0.41,18635323.88,-0.48%,18634637.92,2715627.76,6.6,2026-04
1797,2026-04-03 10:00:00,2026-04-03 10:00:00,LONG,2057.99,2057.71,2058.12,-0.013,-52253.37,44724.78,0.41,18583070.51,-0.04%,18582384.55,2708012.87,6.86,2026-04
1798,2026-04-03 10:45:00,2026-04-03 10:45:00,SHORT,2057.71,2060.29,2059.88,-0.125,-114488.05,44599.37,0.41,18468582.46,-0.38%,18467896.5,2691328.51,7.43,2026-04
1799,2026-04-03 12:45:00,2026-04-03 12:45:00,LONG,2060.29,2051.13,2051.54,-0.445,-290611.08,44324.6,0.41,18177971.38,-1.33%,18177285.42,2648977.73,8.89,2026-04
1800,2026-04-03 21:00:00,2026-04-03 21:00:00,SHORT,2051.13,2055.08,2054.67,-0.192,-148506.89,43627.13,0.41,18029464.49,-0.58%,18028778.53,2627335.8,9.63,2026-04
1801,2026-04-03 22:45:00,2026-04-03 22:45:00,LONG,2055.08,2051.61,2052.02,-0.169,-134568.44,43270.71,0.41,17894896.05,-0.51%,17894210.09,2607725.13,10.31,2026-04
1802,2026-04-03 23:45:00,2026-04-03 23:45:00,SHORT,2051.61,2053.46,2053.05,-0.09,-91448.89,42947.75,0.41,17803447.16,-0.27%,17802761.2,2594398.27,10.76,2026-04
1803,2026-04-04 04:00:00,2026-04-04 04:00:00,LONG,2053.46,2048.53,2048.94,-0.24,-171019.5,42728.27,0.41,17632427.66,-0.72%,17631741.7,2569475.58,11.62,2026-04
1804,2026-04-04 05:15:00,2026-04-04 05:15:00,SHORT,2048.53,2052.8,2052.39,-0.208,-152546.24,42317.83,0.41,17479881.41,-0.63%,17479195.46,2547245.0,12.39,2026-04
1805,2026-04-04 08:30:00,2026-04-04 08:30:00,LONG,2052.8,2053.41,2053.82,0.03,-26426.23,41951.72,0.41,17453455.19,0.09%,17452769.23,2543393.91,12.52,2026-04
1806,2026-04-04 10:30:00,2026-04-04 10:30:00,SHORT,2053.41,2050.75,2050.34,0.129,25727.35,41888.29,0.41,17479182.54,0.39%,17478496.58,2547143.16,12.39,2026-04
1807,2026-04-04 12:30:00,2026-04-04 12:30:00,LONG,2050.75,2049.79,2050.2,-0.047,-66576.63,41950.04,0.41,17412605.91,-0.14%,17411919.95,2537440.94,12.72,2026-04
1808,2026-04-04 13:30:00,2026-04-04 13:30:00,SHORT,2049.79,2052.15,2051.74,-0.115,-101867.02,41790.25,0.41,17310738.89,-0.35%,17310052.93,2522595.85,13.23,2026-04
1809,2026-04-04 14:30:00,2026-04-04 14:30:00,LONG,2052.15,2049.83,2050.24,-0.113,-100316.93,41545.77,0.41,17210421.96,-0.34%,17209736.0,2507976.65,13.74,2026-04
1810,2026-04-04 14:45:00,2026-04-04 14:45:00,SHORT,2049.83,2052.75,2052.34,-0.143,-114905.09,41305.01,0.41,17095516.87,-0.43%,17094830.91,2491231.52,14.31,2026-04
1811,2026-04-05 01:00:00,2026-04-05 01:00:00,LONG,2052.75,2059.3,2059.72,0.319,122795.34,41029.24,0.41,17218312.21,0.96%,17217626.25,2509126.5,13.7,2026-04
1812,2026-04-05 15:15:00,2026-04-05 15:15:00,SHORT,2059.3,2045.2,2044.8,0.685,312358.39,41323.95,0.41,17530670.6,2.05%,17529984.64,2554646.52,12.13,2026-04
1813,2026-04-06 17:00:00,2026-04-06 17:00:00,LONG,2045.2,2131.76,2132.19,4.232,2183698.78,42073.61,0.43,19714369.38,12.7%,19713683.42,2872877.18,1.19,2026-04
1814,2026-04-06 18:00:00,2026-04-06 18:00:00,SHORT,2131.76,2145.65,2145.22,-0.652,-432647.41,47314.49,0.43,19281721.97,-1.95%,19281036.01,2809827.42,3.36,2026-04
1815,2026-04-06 19:00:00,2026-04-06 19:00:00,LONG,2145.65,2138.46,2138.89,-0.335,-240135.5,46276.13,0.43,19041586.47,-1.01%,19040900.51,2774832.45,4.56,2026-04
1816,2026-04-06 20:15:00,2026-04-06 20:15:00,SHORT,2138.46,2151.08,2150.65,-0.59,-382762.6,45699.81,0.43,18658823.87,-1.77%,18658137.91,2719052.41,6.48,2026-04
1817,2026-04-06 21:30:00,2026-04-06 21:30:00,LONG,2151.08,2141.77,2142.2,-0.432,-286857.65,44781.18,0.43,18371966.22,-1.3%,18371280.26,2677248.62,7.92,2026-04
1818,2026-04-07 08:30:00,2026-04-07 08:30:00,SHORT,2141.77,2114.53,2114.11,1.272,656926.74,44092.72,0.42,19028892.96,3.82%,19028207.0,2772982.62,4.62,2026-04
1819,2026-04-07 10:15:00,2026-04-07 10:15:00,LONG,2114.53,2109.47,2109.89,-0.239,-182297.31,45669.34,0.42,18846595.65,-0.72%,18845909.69,2746416.42,5.54,2026-04
1820,2026-04-07 17:30:00,2026-04-07 17:30:00,SHORT,2109.47,2090.59,2090.17,0.895,460804.94,45231.83,0.42,19307400.59,2.69%,19306714.63,2813569.57,3.23,2026-04
1821,2026-04-07 18:45:00,2026-04-07 18:45:00,LONG,2090.59,2082.33,2082.74,-0.395,-275317.34,46337.76,0.42,19032083.25,-1.19%,19031397.29,2773447.54,4.61,2026-04
1822,2026-04-07 19:15:00,2026-04-07 19:15:00,SHORT,2082.33,2093.53,2093.12,-0.538,-352943.94,45677.0,0.42,18679139.31,-1.61%,18678453.35,2722012.99,6.38,2026-04
1823,2026-04-08 13:30:00,2026-04-08 13:30:00,LONG,2093.53,2251.84,2252.29,7.562,4192529.74,44829.93,0.45,22871669.05,22.68%,22870983.09,3332990.8,0.0,2026-04
1824,2026-04-08 17:30:00,2026-04-08 17:30:00,SHORT,2251.84,2226.76,2226.32,1.114,709289.84,54892.01,0.45,23580958.9,3.34%,23580272.93,3436355.68,0.0,2026-04
1825,2026-04-08 18:15:00,2026-04-08 18:15:00,LONG,2226.76,2218.75,2219.19,-0.36,-311070.57,56594.3,0.44,23269888.33,-1.08%,23269202.36,3391023.34,1.32,2026-04
1826,2026-04-09 08:30:00,2026-04-09 08:30:00,SHORT,2218.75,2183.92,2183.49,1.57,1039915.01,55847.73,0.44,24309803.34,4.71%,24309117.37,3542570.26,0.0,2026-04
1827,2026-04-09 08:45:00,2026-04-09 08:45:00,LONG,2183.92,2184.23,2184.67,0.014,-48146.1,58343.53,0.44,24261657.24,0.04%,24260971.27,3535553.93,0.2,2026-04
1828,2026-04-09 09:45:00,2026-04-09 09:45:00,SHORT,2184.23,2191.24,2190.8,-0.321,-291875.01,58227.98,0.44,23969782.23,-0.96%,23969096.26,3493018.95,1.4,2026-04
1829,2026-04-09 11:15:00,2026-04-09 11:15:00,LONG,2191.24,2180.63,2181.07,-0.484,-405758.03,57527.48,0.44,23564024.2,-1.45%,23563338.23,3433887.79,3.07,2026-04
1830,2026-04-09 15:00:00,2026-04-09 15:00:00,SHORT,2180.63,2186.75,2186.32,-0.281,-255049.51,56553.66,0.44,23308974.69,-0.84%,23308288.72,3396719.4,4.12,2026-04
1831,2026-04-09 22:45:00,2026-04-09 22:45:00,LONG,2186.75,2201.85,2202.29,0.69,426704.19,55941.54,0.44,23735678.87,2.07%,23734992.91,3458903.04,2.36,2026-04
1832,2026-04-10 05:15:00,2026-04-10 05:15:00,SHORT,2201.85,2198.97,2198.53,0.131,36183.64,56965.63,0.44,23771862.52,0.39%,23771176.55,3464176.09,2.21,2026-04
1833,2026-04-10 06:15:00,2026-04-10 06:15:00,LONG,2198.97,2192.63,2193.07,-0.288,-262402.44,57052.47,0.44,23509460.08,-0.86%,23508774.11,3425936.15,3.29,2026-04
1834,2026-04-10 09:15:00,2026-04-10 09:15:00,SHORT,2192.63,2192.65,2192.21,-0.001,-56826.58,56422.7,0.44,23452633.5,-0.0%,23451947.53,3417654.81,3.53,2026-04
1835,2026-04-11 03:45:00,2026-04-11 03:45:00,LONG,2192.65,2242.08,2242.52,2.254,1529815.46,56286.32,0.45,24982448.96,6.76%,24981762.99,3640594.98,0.0,2026-04
1836,2026-04-11 09:15:00,2026-04-11 09:15:00,SHORT,2242.08,2237.65,2237.2,0.197,87927.93,59957.88,0.45,25070376.89,0.59%,25069690.92,3653408.73,0.0,2026-04
1837,2026-04-11 13:00:00,2026-04-11 13:00:00,LONG,2237.65,2242.47,2242.92,0.215,101787.95,60168.9,0.45,25172164.84,0.65%,25171478.87,3668242.3,0.0,2026-04
1838,2026-04-11 14:00:00,2026-04-11 14:00:00,SHORT,2242.47,2244.27,2243.82,-0.08,-120956.77,60413.2,0.45,25051208.07,-0.24%,25050522.1,3650615.25,0.48,2026-04
1839,2026-04-12 01:30:00,2026-04-12 01:30:00,LONG,2244.27,2278.83,2279.29,1.54,1097315.08,60122.9,0.46,26148523.15,4.62%,26147837.18,3810527.1,0.0,2026-04
1840,2026-04-12 20:30:00,2026-04-12 20:30:00,SHORT,2278.83,2201.55,2201.1,3.391,2597719.74,62756.46,0.44,28746242.9,10.17%,28745556.92,4189093.08,0.0,2026-04
