Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USDT,Net PnL %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative PnL USDT,Cumulative PnL %
893,Exit long,2026-05-18 22:15,short,2117.05,0.9328,1999.839248,-25.06,-1.25,12.43,0.62,-27.02,-1.35,578.29,0.06
893,Entry long,2026-05-18 20:00,long,2143.91,0.9328,1999.839248,-25.06,-1.25,12.43,0.62,-27.02,-1.35,578.29,0.06
894,Exit short,2026-05-19 02:00,long,2100.72,0.9447,1999.977135,15.43,0.77,25.03,1.25,-1.84,-0.09,593.72,0.06
894,Entry short,2026-05-18 22:15,short,2117.05,0.9447,1999.977135,15.43,0.77,25.03,1.25,-1.84,-0.09,593.72,0.06
895,Exit long,2026-05-19 02:45,short,2081.32,0.952,1999.88544,-18.47,-0.92,0,0.00,-22.36,-1.12,575.25,0.06
895,Entry long,2026-05-19 02:00,long,2100.72,0.952,1999.88544,-18.47,-0.92,0,0.00,-22.36,-1.12,575.25,0.06
896,Exit short,2026-05-19 03:30,long,2116.66,0.9609,1999.940388,-33.96,-1.70,1.61,0.08,-34.59,-1.73,541.29,0.05
896,Entry short,2026-05-19 02:45,short,2081.32,0.9609,1999.940388,-33.96,-1.70,1.61,0.08,-34.59,-1.73,541.29,0.05
897,Exit long,2026-05-19 08:00,short,2132.79,0.9448,1999.820368,15.24,0.76,24.57,1.23,-1.96,-0.10,556.53,0.06
897,Entry long,2026-05-19 03:30,long,2116.66,0.9448,1999.820368,15.24,0.76,24.57,1.23,-1.96,-0.10,556.53,0.06
898,Exit short,2026-05-19 08:45,long,2135.88,0.9377,1999.917183,-2.9,-0.14,0.97,0.05,-13.28,-0.66,553.64,0.06
898,Entry short,2026-05-19 08:00,short,2132.79,0.9377,1999.917183,-2.9,-0.14,0.97,0.05,-13.28,-0.66,553.64,0.06
899,Exit long,2026-05-19 09:30,short,2131.2,0.9363,1999.824444,-4.38,-0.22,2.36,0.12,-11.39,-0.57,549.25,0.05
899,Entry long,2026-05-19 08:45,long,2135.88,0.9363,1999.824444,-4.38,-0.22,2.36,0.12,-11.39,-0.57,549.25,0.05
900,Exit short,2026-05-19 11:45,long,2131.3,0.9384,1999.91808,-0.09,0.00,11.82,0.59,-4.19,-0.21,549.16,0.05
900,Entry short,2026-05-19 09:30,short,2131.2,0.9384,1999.91808,-0.09,0.00,11.82,0.59,-4.19,-0.21,549.16,0.05
901,Exit long,2026-05-19 16:15,short,2134.14,0.9383,1999.79879,2.66,0.13,12.85,0.64,-7.22,-0.36,551.83,0.06
901,Entry long,2026-05-19 11:45,long,2131.3,0.9383,1999.79879,2.66,0.13,12.85,0.64,-7.22,-0.36,551.83,0.06
902,Exit short,2026-05-19 20:45,long,2118.49,0.9371,1999.902594,14.67,0.73,25.65,1.28,-6.7,-0.34,566.49,0.06
902,Entry short,2026-05-19 16:15,short,2134.14,0.9371,1999.902594,14.67,0.73,25.65,1.28,-6.7,-0.34,566.49,0.06
903,Exit long,2026-05-19 21:30,short,2112.8,0.944,1999.85456,-5.37,-0.27,8.53,0.43,-10.23,-0.51,561.12,0.06
903,Entry long,2026-05-19 20:45,long,2118.49,0.944,1999.85456,-5.37,-0.27,8.53,0.43,-10.23,-0.51,561.12,0.06
904,Exit short,2026-05-19 23:45,long,2110.19,0.9466,1999.97648,2.47,0.12,17.35,0.87,-11.97,-0.60,563.59,0.06
904,Entry short,2026-05-19 21:30,short,2112.8,0.9466,1999.97648,2.47,0.12,17.35,0.87,-11.97,-0.60,563.59,0.06
905,Exit long,2026-05-20 03:30,short,2114.12,0.9477,1999.827063,3.72,0.19,14.1,0.71,-2.91,-0.15,567.32,0.06
905,Entry long,2026-05-19 23:45,long,2110.19,0.9477,1999.827063,3.72,0.19,14.1,0.71,-2.91,-0.15,567.32,0.06
906,Exit short,2026-05-20 04:15,long,2115.61,0.946,1999.95752,-1.41,-0.07,3.19,0.16,-2.55,-0.13,565.91,0.06
906,Entry short,2026-05-20 03:30,short,2114.12,0.946,1999.95752,-1.41,-0.07,3.19,0.16,-2.55,-0.13,565.91,0.06
907,Exit long,2026-05-20 06:30,short,2107.58,0.9453,1999.886133,-7.59,-0.38,4.71,0.24,-12.78,-0.64,558.31,0.06
907,Entry long,2026-05-20 04:15,long,2115.61,0.9453,1999.886133,-7.59,-0.38,4.71,0.24,-12.78,-0.64,558.31,0.06
908,Exit short,2026-05-20 08:00,long,2104.96,0.9489,1999.882662,2.49,0.12,2.77,0.14,-10.53,-0.53,560.8,0.06
908,Entry short,2026-05-20 06:30,short,2107.58,0.9489,1999.882662,2.49,0.12,2.77,0.14,-10.53,-0.53,560.8,0.06
909,Exit long,2026-05-20 08:45,short,2111.29,0.9501,1999.922496,6.01,0.30,10.44,0.52,-1.58,-0.08,566.82,0.06
909,Entry long,2026-05-20 08:00,long,2104.96,0.9501,1999.922496,6.01,0.30,10.44,0.52,-1.58,-0.08,566.82,0.06
910,Exit short,2026-05-20 10:15,long,2112.36,0.9472,1999.813888,-1.01,-0.05,7.58,0.38,-7.53,-0.38,565.8,0.06
910,Entry short,2026-05-20 08:45,short,2111.29,0.9472,1999.813888,-1.01,-0.05,7.58,0.38,-7.53,-0.38,565.8,0.06
911,Exit long,2026-05-20 11:00,short,2107.75,0.9468,1999.982448,-4.36,-0.22,0,0.00,-6.01,-0.30,561.44,0.06
911,Entry long,2026-05-20 10:15,long,2112.36,0.9468,1999.982448,-4.36,-0.22,0,0.00,-6.01,-0.30,561.44,0.06
912,Exit short,2026-05-20 11:45,long,2111.6,0.9488,1999.8332,-3.65,-0.18,0.15,0.01,-8.11,-0.41,557.78,0.06
912,Entry short,2026-05-20 11:00,short,2107.75,0.9488,1999.8332,-3.65,-0.18,0.15,0.01,-8.11,-0.41,557.78,0.06
913,Exit long,2026-05-20 17:45,short,2129.36,0.9471,1999.89636,16.82,0.84,25,1.25,-4.07,-0.20,574.6,0.06
913,Entry long,2026-05-20 11:45,long,2111.6,0.9471,1999.89636,16.82,0.84,25,1.25,-4.07,-0.20,574.6,0.06
914,Exit short,2026-05-20 18:30,long,2132.59,0.9392,1999.894912,-3.03,-0.15,0,0.00,-7.19,-0.36,571.57,0.06
914,Entry short,2026-05-20 17:45,short,2129.36,0.9392,1999.894912,-3.03,-0.15,0,0.00,-7.19,-0.36,571.57,0.06
915,Exit long,2026-05-20 19:15,short,2128.11,0.9378,1999.942902,-4.2,-0.21,0.98,0.05,-4.22,-0.21,567.37,0.06
915,Entry long,2026-05-20 18:30,long,2132.59,0.9378,1999.942902,-4.2,-0.21,0.98,0.05,-4.22,-0.21,567.37,0.06
916,Exit short,2026-05-20 20:45,long,2134.01,0.9398,1999.997778,-5.54,-0.28,3.6,0.18,-11.17,-0.56,561.82,0.06
916,Entry short,2026-05-20 19:15,short,2128.11,0.9398,1999.997778,-5.54,-0.28,3.6,0.18,-11.17,-0.56,561.82,0.06
917,Exit long,2026-05-20 21:30,short,2121.15,0.9372,1999.994172,-12.05,-0.60,1.61,0.08,-17.17,-0.86,549.77,0.05
917,Entry long,2026-05-20 20:45,long,2134.01,0.9372,1999.994172,-12.05,-0.60,1.61,0.08,-17.17,-0.86,549.77,0.05
918,Exit short,2026-05-20 23:00,long,2129.67,0.9428,1999.82022,-8.03,-0.40,6.86,0.34,-17.42,-0.87,541.74,0.05
918,Entry short,2026-05-20 21:30,short,2121.15,0.9428,1999.82022,-8.03,-0.40,6.86,0.34,-17.42,-0.87,541.74,0.05
919,Exit long,2026-05-21 00:30,short,2135.52,0.9391,1999.973097,5.49,0.27,18.15,0.91,-5.23,-0.26,547.23,0.05
919,Entry long,2026-05-20 23:00,long,2129.67,0.9391,1999.973097,5.49,0.27,18.15,0.91,-5.23,-0.26,547.23,0.05
920,Exit short,2026-05-21 01:15,long,2145.3,0.9365,1999.91448,-9.16,-0.46,3.17,0.16,-12.34,-0.62,538.07,0.05
920,Entry short,2026-05-21 00:30,short,2135.52,0.9365,1999.91448,-9.16,-0.46,3.17,0.16,-12.34,-0.62,538.07,0.05
921,Exit long,2026-05-21 02:45,short,2132.1,0.9322,1999.84866,-12.31,-0.62,3.23,0.16,-13.05,-0.65,525.77,0.05
921,Entry long,2026-05-21 01:15,long,2145.3,0.9322,1999.84866,-12.31,-0.62,3.23,0.16,-13.05,-0.65,525.77,0.05
922,Exit short,2026-05-21 03:30,long,2140.22,0.938,1999.9098,-7.62,-0.38,2.8,0.14,-8.77,-0.44,518.15,0.05
922,Entry short,2026-05-21 02:45,short,2132.1,0.938,1999.9098,-7.62,-0.38,2.8,0.14,-8.77,-0.44,518.15,0.05
923,Exit long,2026-05-21 05:00,short,2137.78,0.9344,1999.821568,-2.28,-0.11,0.89,0.04,-10.01,-0.50,515.87,0.05
923,Entry long,2026-05-21 03:30,long,2140.22,0.9344,1999.821568,-2.28,-0.11,0.89,0.04,-10.01,-0.50,515.87,0.05
924,Exit short,2026-05-21 08:00,long,2132.56,0.9355,1999.89319,4.88,0.24,18.08,0.90,-0.14,-0.01,520.76,0.05
924,Entry short,2026-05-21 05:00,short,2137.78,0.9355,1999.89319,4.88,0.24,18.08,0.90,-0.14,-0.01,520.76,0.05
925,Exit long,2026-05-21 13:15,short,2141.7,0.9378,1999.914768,8.57,0.43,23.39,1.17,-1.52,-0.08,529.33,0.05
925,Entry long,2026-05-21 08:00,long,2132.56,0.9378,1999.914768,8.57,0.43,23.39,1.17,-1.52,-0.08,529.33,0.05
926,Exit short,2026-05-21 16:15,long,2141.48,0.9338,1999.91946,0.21,0.01,16.29,0.81,-6.19,-0.31,529.53,0.05
926,Entry short,2026-05-21 13:15,short,2141.7,0.9338,1999.91946,0.21,0.01,16.29,0.81,-6.19,-0.31,529.53,0.05
927,Exit long,2026-05-21 17:00,short,2138.11,0.9339,1999.928172,-3.15,-0.16,0.08,0.00,-5.23,-0.26,526.39,0.05
927,Entry long,2026-05-21 16:15,long,2141.48,0.9339,1999.928172,-3.15,-0.16,0.08,0.00,-5.23,-0.26,526.39,0.05
928,Exit short,2026-05-21 21:30,long,2106.59,0.9354,1999.988094,29.48,1.47,30.83,1.54,-1.16,-0.06,555.87,0.06
928,Entry short,2026-05-21 17:00,short,2138.11,0.9354,1999.988094,29.48,1.47,30.83,1.54,-1.16,-0.06,555.87,0.06
929,Exit long,2026-05-22 03:30,short,2137.33,0.9494,1999.996546,29.18,1.46,44.77,2.24,-0.07,0.00,585.05,0.06
929,Entry long,2026-05-21 21:30,long,2106.59,0.9494,1999.996546,29.18,1.46,44.77,2.24,-0.07,0.00,585.05,0.06
930,Exit short,2026-05-22 04:15,long,2138.49,0.9357,1999.899681,-1.09,-0.05,0.12,0.01,-7.91,-0.40,583.97,0.06
930,Entry short,2026-05-22 03:30,short,2137.33,0.9357,1999.899681,-1.09,-0.05,0.12,0.01,-7.91,-0.40,583.97,0.06
931,Exit long,2026-05-22 05:00,short,2138.55,0.9352,1999.915848,0.06,0.00,3.16,0.16,-1.27,-0.06,584.02,0.06
931,Entry long,2026-05-22 04:15,long,2138.49,0.9352,1999.915848,0.06,0.00,3.16,0.16,-1.27,-0.06,584.02,0.06
932,Exit short,2026-05-22 10:15,long,2136.87,0.9352,1999.97196,1.57,0.08,12.04,0.60,-1.37,-0.07,585.6,0.06
932,Entry short,2026-05-22 05:00,short,2138.55,0.9352,1999.97196,1.57,0.08,12.04,0.60,-1.37,-0.07,585.6,0.06
933,Exit long,2026-05-22 13:15,short,2132.24,0.9359,1999.896633,-4.33,-0.22,4.23,0.21,-5.64,-0.28,581.26,0.06
933,Entry long,2026-05-22 10:15,long,2136.87,0.9359,1999.896633,-4.33,-0.22,4.23,0.21,-5.64,-0.28,581.26,0.06
934,Exit short,2026-05-22 15:30,long,2130.85,0.9379,1999.827896,1.3,0.07,9.4,0.47,-1.65,-0.08,582.57,0.06
934,Entry short,2026-05-22 13:15,short,2132.24,0.9379,1999.827896,1.3,0.07,9.4,0.47,-1.65,-0.08,582.57,0.06
935,Exit long,2026-05-22 16:15,short,2132.11,0.9385,1999.802725,1.18,0.06,2.34,0.12,-4.56,-0.23,583.75,0.06
935,Entry long,2026-05-22 15:30,long,2130.85,0.9385,1999.802725,1.18,0.06,2.34,0.12,-4.56,-0.23,583.75,0.06
936,Exit short,2026-05-22 20:00,long,2135.42,0.938,1999.91918,-3.1,-0.16,12.13,0.61,-4.77,-0.24,580.64,0.06
936,Entry short,2026-05-22 16:15,short,2132.11,0.938,1999.91918,-3.1,-0.16,12.13,0.61,-4.77,-0.24,580.64,0.06
937,Exit long,2026-05-22 22:15,short,2118.24,0.9365,1999.82083,-16.09,-0.80,2.42,0.12,-21.39,-1.07,564.56,0.06
937,Entry long,2026-05-22 20:00,long,2135.42,0.9365,1999.82083,-16.09,-0.80,2.42,0.12,-21.39,-1.07,564.56,0.06
938,Exit short,2026-05-23 00:30,long,2119.66,0.9441,1999.830384,-1.34,-0.07,5.45,0.27,-6.84,-0.34,563.21,0.06
938,Entry short,2026-05-22 22:15,short,2118.24,0.9441,1999.830384,-1.34,-0.07,5.45,0.27,-6.84,-0.34,563.21,0.06
939,Exit long,2026-05-23 02:00,short,2119.7,0.9435,1999.89921,0.04,0.00,9.76,0.49,-4.36,-0.22,563.25,0.06
939,Entry long,2026-05-23 00:30,long,2119.66,0.9435,1999.89921,0.04,0.00,9.76,0.49,-4.36,-0.22,563.25,0.06
940,Exit short,2026-05-23 07:15,long,2069.11,0.9435,1999.93695,47.73,2.39,58.21,2.91,-1.76,-0.09,610.98,0.06
940,Entry short,2026-05-23 02:00,short,2119.7,0.9435,1999.93695,47.73,2.39,58.21,2.91,-1.76,-0.09,610.98,0.06
941,Exit long,2026-05-23 08:00,short,2066.76,0.9665,1999.794815,-2.27,-0.11,5.33,0.27,-10.94,-0.55,608.71,0.06
941,Entry long,2026-05-23 07:15,long,2069.11,0.9665,1999.794815,-2.27,-0.11,5.33,0.27,-10.94,-0.55,608.71,0.06
942,Exit short,2026-05-23 09:30,long,2067.42,0.9676,1999.796976,-0.64,-0.03,13.31,0.67,-2.57,-0.13,608.07,0.06
942,Entry short,2026-05-23 08:00,short,2066.76,0.9676,1999.796976,-0.64,-0.03,13.31,0.67,-2.57,-0.13,608.07,0.06
943,Exit long,2026-05-23 12:30,short,2065.74,0.9673,1999.815366,-1.63,-0.08,4.43,0.22,-3.58,-0.18,606.45,0.06
943,Entry long,2026-05-23 09:30,long,2067.42,0.9673,1999.815366,-1.63,-0.08,4.43,0.22,-3.58,-0.18,606.45,0.06
944,Exit short,2026-05-23 19:15,long,2033.92,0.9681,1999.842894,30.8,1.54,54.64,2.73,-2.19,-0.11,637.25,0.06
944,Entry short,2026-05-23 12:30,short,2065.74,0.9681,1999.842894,30.8,1.54,54.64,2.73,-2.19,-0.11,637.25,0.06
945,Exit long,2026-05-24 06:30,short,2114.03,0.9833,1999.953536,78.77,3.94,114.09,5.70,-6.46,-0.32,716.03,0.07
945,Entry long,2026-05-23 19:15,long,2033.92,0.9833,1999.953536,78.77,3.94,114.09,5.70,-6.46,-0.32,716.03,0.07
946,Exit short,2026-05-24 07:15,long,2116.98,0.946,1999.87238,-2.79,-0.14,1.98,0.10,-6.28,-0.31,713.24,0.07
946,Entry short,2026-05-24 06:30,short,2114.03,0.946,1999.87238,-2.79,-0.14,1.98,0.10,-6.28,-0.31,713.24,0.07
947,Exit long,2026-05-24 08:00,short,2115.89,0.9447,1999.911006,-1.03,-0.05,4.59,0.23,-1.67,-0.08,712.21,0.07
947,Entry long,2026-05-24 07:15,long,2116.98,0.9447,1999.911006,-1.03,-0.05,4.59,0.23,-1.67,-0.08,712.21,0.07
948,Exit short,2026-05-24 09:30,long,2120.5,0.9452,1999.939228,-4.36,-0.22,2.64,0.13,-9.09,-0.45,707.85,0.07
948,Entry short,2026-05-24 08:00,short,2115.89,0.9452,1999.939228,-4.36,-0.22,2.64,0.13,-9.09,-0.45,707.85,0.07
949,Exit long,2026-05-24 11:00,short,2123.9,0.9431,1999.84355,3.21,0.16,6.39,0.32,-2.07,-0.10,711.05,0.07
949,Entry long,2026-05-24 09:30,long,2120.5,0.9431,1999.84355,3.21,0.16,6.39,0.32,-2.07,-0.10,711.05,0.07
950,Exit short,2026-05-24 15:30,long,2122.01,0.9416,1999.86424,1.78,0.09,9.65,0.48,-5.68,-0.28,712.83,0.07
950,Entry short,2026-05-24 11:00,short,2123.9,0.9416,1999.86424,1.78,0.09,9.65,0.48,-5.68,-0.28,712.83,0.07
951,Exit long,2026-05-24 16:15,short,2121.46,0.9425,1999.994425,-0.52,-0.03,1.15,0.06,-2.6,-0.13,712.32,0.07
951,Entry long,2026-05-24 15:30,long,2122.01,0.9425,1999.994425,-0.52,-0.03,1.15,0.06,-2.6,-0.13,712.32,0.07
952,Exit short,2026-05-24 17:45,long,2123.41,0.9427,1999.900342,-1.84,-0.09,2.27,0.11,-2.74,-0.14,710.48,0.07
952,Entry short,2026-05-24 16:15,short,2121.46,0.9427,1999.900342,-1.84,-0.09,2.27,0.11,-2.74,-0.14,710.48,0.07
953,Exit long,2026-05-24 20:45,short,2119.97,0.9418,1999.827538,-3.24,-0.16,8.22,0.41,-5.74,-0.29,707.24,0.07
953,Entry long,2026-05-24 17:45,long,2123.41,0.9418,1999.827538,-3.24,-0.16,8.22,0.41,-5.74,-0.29,707.24,0.07
954,Exit short,2026-05-25 00:30,long,2098.11,0.9434,1999.979698,20.62,1.03,38.16,1.91,-1.02,-0.05,727.86,0.07
954,Entry short,2026-05-24 20:45,short,2119.97,0.9434,1999.979698,20.62,1.03,38.16,1.91,-1.02,-0.05,727.86,0.07
955,Exit long,2026-05-25 02:45,short,2099.97,0.9532,1999.918452,1.77,0.09,8.17,0.41,-0.44,-0.02,729.63,0.07
955,Entry long,2026-05-25 00:30,long,2098.11,0.9532,1999.918452,1.77,0.09,8.17,0.41,-0.44,-0.02,729.63,0.07
956,Exit short,2026-05-25 06:30,long,2091.38,0.9523,1999.801431,8.18,0.41,35.21,1.76,-2.49,-0.12,737.81,0.07
956,Entry short,2026-05-25 02:45,short,2099.97,0.9523,1999.801431,8.18,0.41,35.21,1.76,-2.49,-0.12,737.81,0.07
957,Exit long,2026-05-25 11:00,short,2096.02,0.9563,1999.986694,4.44,0.22,20.91,1.05,-0.18,-0.01,742.25,0.07
957,Entry long,2026-05-25 06:30,long,2091.38,0.9563,1999.986694,4.44,0.22,20.91,1.05,-0.18,-0.01,742.25,0.07
958,Exit short,2026-05-25 13:15,long,2109.18,0.9541,1999.812682,-12.56,-0.63,3.59,0.18,-14.96,-0.75,729.7,0.07
958,Entry short,2026-05-25 11:00,short,2096.02,0.9541,1999.812682,-12.56,-0.63,3.59,0.18,-14.96,-0.75,729.7,0.07
959,Exit long,2026-05-25 19:15,short,2115.92,0.9482,1999.924476,6.39,0.32,14.15,0.71,-9.4,-0.47,736.09,0.07
959,Entry long,2026-05-25 13:15,long,2109.18,0.9482,1999.924476,6.39,0.32,14.15,0.71,-9.4,-0.47,736.09,0.07
960,Exit short,2026-05-25 20:45,long,2117.34,0.9452,1999.967584,-1.34,-0.07,3.47,0.17,-4.14,-0.21,734.74,0.07
960,Entry short,2026-05-25 19:15,short,2115.92,0.9452,1999.967584,-1.34,-0.07,3.47,0.17,-4.14,-0.21,734.74,0.07
961,Exit long,2026-05-25 21:30,short,2116.8,0.9445,1999.82763,-0.51,-0.03,2.51,0.13,-2.9,-0.14,734.23,0.07
961,Entry long,2026-05-25 20:45,long,2117.34,0.9445,1999.82763,-0.51,-0.03,2.51,0.13,-2.9,-0.14,734.23,0.07
962,Exit short,2026-05-25 22:15,long,2127.77,0.9448,1999.95264,-10.36,-0.52,1.45,0.07,-10.36,-0.52,723.87,0.07
962,Entry short,2026-05-25 21:30,short,2116.8,0.9448,1999.95264,-10.36,-0.52,1.45,0.07,-10.36,-0.52,723.87,0.07
963,Exit long,2026-05-26 02:00,short,2131.87,0.9399,1999.891023,3.85,0.19,13.36,0.67,-4.81,-0.24,727.72,0.07
963,Entry long,2026-05-25 22:15,long,2127.77,0.9399,1999.891023,3.85,0.19,13.36,0.67,-4.81,-0.24,727.72,0.07
964,Exit short,2026-05-26 08:00,long,2110.86,0.9381,1999.907247,19.71,0.99,27.69,1.38,-0.38,-0.02,747.43,0.07
964,Entry short,2026-05-26 02:00,short,2131.87,0.9381,1999.907247,19.71,0.99,27.69,1.38,-0.38,-0.02,747.43,0.07
965,Exit long,2026-05-26 08:45,short,2097.75,0.9474,1999.828764,-12.42,-0.62,1.01,0.05,-24.66,-1.23,735.01,0.07
965,Entry long,2026-05-26 08:00,long,2110.86,0.9474,1999.828764,-12.42,-0.62,1.01,0.05,-24.66,-1.23,735.01,0.07
966,Exit short,2026-05-26 12:30,long,2094.93,0.9534,1999.99485,2.69,0.13,12.61,0.63,-2.62,-0.13,737.7,0.07
966,Entry short,2026-05-26 08:45,short,2097.75,0.9534,1999.99485,2.69,0.13,12.61,0.63,-2.62,-0.13,737.7,0.07
967,Exit long,2026-05-26 15:30,short,2095.83,0.9546,1999.820178,0.86,0.04,9.28,0.46,-4.09,-0.20,738.56,0.07
967,Entry long,2026-05-26 12:30,long,2094.93,0.9546,1999.820178,0.86,0.04,9.28,0.46,-4.09,-0.20,738.56,0.07
968,Exit short,2026-05-26 16:15,long,2098.62,0.9542,1999.840986,-2.66,-0.13,2.12,0.11,-5.27,-0.26,735.9,0.07
968,Entry short,2026-05-26 15:30,short,2095.83,0.9542,1999.840986,-2.66,-0.13,2.12,0.11,-5.27,-0.26,735.9,0.07
969,Exit long,2026-05-26 17:00,short,2095.53,0.953,1999.98486,-2.94,-0.15,1.45,0.07,-3.33,-0.17,732.95,0.07
969,Entry long,2026-05-26 16:15,long,2098.62,0.953,1999.98486,-2.94,-0.15,1.45,0.07,-3.33,-0.17,732.95,0.07
970,Exit short,2026-05-26 18:30,long,2134.29,0.9544,1999.973832,-36.99,-1.85,1.36,0.07,-39.86,-1.99,695.96,0.07
970,Entry short,2026-05-26 17:00,short,2095.53,0.9544,1999.973832,-36.99,-1.85,1.36,0.07,-39.86,-1.99,695.96,0.07
971,Exit long,2026-05-26 21:30,short,2117.76,0.937,1999.82973,-15.49,-0.77,1.17,0.06,-23.12,-1.16,680.47,0.07
971,Entry long,2026-05-26 18:30,long,2134.29,0.937,1999.82973,-15.49,-0.77,1.17,0.06,-23.12,-1.16,680.47,0.07
972,Exit short,2026-05-26 22:15,long,2138.03,0.9443,1999.800768,-19.14,-0.96,0,0.00,-21.46,-1.07,661.33,0.07
972,Entry short,2026-05-26 21:30,short,2117.76,0.9443,1999.800768,-19.14,-0.96,0,0.00,-21.46,-1.07,661.33,0.07
973,Exit long,2026-05-26 23:00,short,2110.89,0.9354,1999.913262,-25.39,-1.27,0.86,0.04,-36.5,-1.83,635.94,0.06
973,Entry long,2026-05-26 22:15,long,2138.03,0.9354,1999.913262,-25.39,-1.27,0.86,0.04,-36.5,-1.83,635.94,0.06
974,Exit short,2026-05-27 04:15,long,2077.72,0.9474,1999.857186,31.43,1.57,52.89,2.64,-0.58,-0.03,667.37,0.07
974,Entry short,2026-05-26 23:00,short,2110.89,0.9474,1999.857186,31.43,1.57,52.89,2.64,-0.58,-0.03,667.37,0.07
975,Exit long,2026-05-27 06:30,short,2068.3,0.9625,1999.8055,-9.07,-0.45,1.02,0.05,-9.45,-0.47,658.3,0.07
975,Entry long,2026-05-27 04:15,long,2077.72,0.9625,1999.8055,-9.07,-0.45,1.02,0.05,-9.45,-0.47,658.3,0.07
976,Exit short,2026-05-27 07:15,long,2073.55,0.9669,1999.83927,-5.08,-0.25,2.24,0.11,-5.83,-0.29,653.23,0.07
976,Entry short,2026-05-27 06:30,short,2068.3,0.9669,1999.83927,-5.08,-0.25,2.24,0.11,-5.83,-0.29,653.23,0.07
977,Exit long,2026-05-27 09:30,short,2073.67,0.9645,1999.938975,0.12,0.01,10.3,0.52,-1.63,-0.08,653.34,0.07
977,Entry long,2026-05-27 07:15,long,2073.55,0.9645,1999.938975,0.12,0.01,10.3,0.52,-1.63,-0.08,653.34,0.07
978,Exit short,2026-05-27 11:00,long,2077.14,0.9644,1999.847348,-3.35,-0.17,4.4,0.22,-6.1,-0.31,650,0.06
978,Entry short,2026-05-27 09:30,short,2073.67,0.9644,1999.847348,-3.35,-0.17,4.4,0.22,-6.1,-0.31,650,0.06
979,Exit long,2026-05-27 11:45,short,2070,0.9628,1999.870392,-6.87,-0.34,0.88,0.04,-7.93,-0.40,643.12,0.06
979,Entry long,2026-05-27 11:00,long,2077.14,0.9628,1999.870392,-6.87,-0.34,0.88,0.04,-7.93,-0.40,643.12,0.06
980,Exit short,2026-05-27 13:15,long,2075.87,0.9661,1999.827,-5.67,-0.28,13.23,0.66,-7.2,-0.36,637.45,0.06
980,Entry short,2026-05-27 11:45,short,2070,0.9661,1999.827,-5.67,-0.28,13.23,0.66,-7.2,-0.36,637.45,0.06
981,Exit long,2026-05-27 19:15,short,2083.14,0.9634,1999.893158,7,0.35,20.08,1.00,-2.58,-0.13,644.45,0.06
981,Entry long,2026-05-27 13:15,long,2075.87,0.9634,1999.893158,7,0.35,20.08,1.00,-2.58,-0.13,644.45,0.06
982,Exit short,2026-05-27 20:45,long,2078.76,0.96,1999.8144,4.2,0.21,8.93,0.45,-13.69,-0.68,648.66,0.06
982,Entry short,2026-05-27 19:15,short,2083.14,0.96,1999.8144,4.2,0.21,8.93,0.45,-13.69,-0.68,648.66,0.06
983,Exit long,2026-05-27 21:30,short,2053.35,0.9621,1999.974996,-24.45,-1.22,1.81,0.09,-25.78,-1.29,624.21,0.06
983,Entry long,2026-05-27 20:45,long,2078.76,0.9621,1999.974996,-24.45,-1.22,1.81,0.09,-25.78,-1.29,624.21,0.06
984,Exit short,2026-05-27 23:45,long,2071.38,0.974,1999.9629,-17.56,-0.88,0,0.00,-25.69,-1.28,606.65,0.06
984,Entry short,2026-05-27 21:30,short,2053.35,0.974,1999.9629,-17.56,-0.88,0,0.00,-25.69,-1.28,606.65,0.06
985,Exit long,2026-05-28 00:30,short,2065.67,0.9655,1999.91739,-5.51,-0.28,3.01,0.15,-10.99,-0.55,601.14,0.06
985,Entry long,2026-05-27 23:45,long,2071.38,0.9655,1999.91739,-5.51,-0.28,3.01,0.15,-10.99,-0.55,601.14,0.06
986,Exit short,2026-05-28 03:30,long,2056.99,0.9682,1999.981694,8.4,0.42,21.65,1.08,-5.26,-0.26,609.54,0.06
986,Entry short,2026-05-28 00:30,short,2065.67,0.9682,1999.981694,8.4,0.42,21.65,1.08,-5.26,-0.26,609.54,0.06
987,Exit long,2026-05-28 05:45,short,2021.04,0.9722,1999.805678,-34.95,-1.75,8.9,0.44,-39.85,-1.99,574.59,0.06
987,Entry long,2026-05-28 03:30,long,2056.99,0.9722,1999.805678,-34.95,-1.75,8.9,0.44,-39.85,-1.99,574.59,0.06
988,Exit short,2026-05-28 15:30,long,1995.6,0.9895,1999.81908,25.17,1.26,53.47,2.67,-13.81,-0.69,599.76,0.06
988,Entry short,2026-05-28 05:45,short,2021.04,0.9895,1999.81908,25.17,1.26,53.47,2.67,-13.81,-0.69,599.76,0.06
989,Exit long,2026-05-28 20:00,short,1986.8,1.0022,1999.99032,-8.82,-0.44,2.81,0.14,-10.77,-0.54,590.94,0.06
989,Entry long,2026-05-28 15:30,long,1995.6,1.0022,1999.99032,-8.82,-0.44,2.81,0.14,-10.77,-0.54,590.94,0.06
990,Exit short,2026-05-28 20:45,long,1991.89,1.0066,1999.91288,-5.12,-0.26,5.26,0.26,-7.83,-0.39,585.82,0.06
